Project Number,Project Number Sequence,Plan Series,Capital Plan,Agency Name,Category Description,Element Description,Project Description,Latitude,Longitude,Location Indicator,Location
T7041264,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Ventilator Repairs at 179 St-Jamaica Station on the Queens Boulevard Line,40.70834,-73.800513,multilocation,"(40.70834, -73.800513)"
ET060318,20,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE EQUIPMENT,LINE EQUIPMT MITIGATION: SANDY,Mitigation: Pumping System Improvements - Design Only,40.708012,-74.008007,multilocation,"(40.708012, -74.008007)"
ET090306,3,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACTION POWER,TRACTIONPOWER MITIGATION:SANDY,Mitigation: Substation Hardening at 9 Locations - Design Only,40.733727,-73.954943,multilocation,"(40.733727, -73.954943)"
T6080622,26,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 93 Stations,40.717308,-73.956873,multilocation,"(40.717308, -73.956873)"
T7160735,3,7,Capital Plan 2015 - 2019,New York City Transit,MISC./EMERGENCY,EMPLOYEE FACILITIES,Employee Facility Line Repairs at 6 Locations on the 8 Avenue Line - Phase 2,40.858827,-73.934416,multilocation,"(40.858827, -73.934416)"
T7030212,20,7,Capital Plan 2015 - 2019,New York City Transit,BUSES,BUS REPLACEMENT,Depot Bus Location System,40.837522,-73.877821,multilocation,"(40.837522, -73.877821)"
T8050317,1,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2021 / Pelham,40.820469,-73.891699,multilocation,"(40.820469, -73.891699)"
T6080662,5,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Upgrade Access Nodes at 60 Stations,40.822222,-73.896683,multilocation,"(40.822222, -73.896683)"
L70204V5,4,7,Capital Plan 2015 - 2019,Long Island Rail Road,STATIONS,STATION AND BUILDINGS,"Enhanced Station Initiatives [ESI]: Phase 1- 8 stations:  Deer Park, Brentwood, Merrick, Stony Brook, Syosset, East Hampton, Bellmore, and Farmingdale.",40.6638186,-73.5504913,multilocation,"(40.6638186, -73.5504913)"
T6120439,1,6,Capital Plan 2010 - 2014,New York City Transit,DEPOTS,DEPOT IMPROVEMENTS,Upgrade 7 Elevators at 5 Bus Depots - Design Only,40.753934,-73.843876,multilocation,"(40.753934, -73.843876)"
T7160717,4,7,Capital Plan 2015 - 2019,New York City Transit,MISC./EMERGENCY,EMPLOYEE FACILITIES,Refurbish Keene Vacuum Systems,40.819238,-73.958023,multilocation,"(40.819238, -73.958023)"
T7080633,30,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 49 Stations (Transit Wireless),40.678358,-73.912271,multilocation,"(40.678358, -73.912271)"
T5089901,7,5,Capital Plan 2005 - 2009,New York City Transit,SIGNALS AND COMMUNICATIONS,ARRA SIGNAL & COMM PROJECTS,"Heating, Ventilation and Air-Conditioning: Station Communication Rooms",40.702564,-74.012865,multilocation,"(40.702564, -74.012865)"
D807BWPT,1,8,Capital Plan 2020 - 2024,Bridges And Tunnels,STRUCTURAL PAINTING,BRONX-WHITESTONE BRIDGE,Miscellaneous Painting and Overcoating at the Bronx-Whitestone Bridge,40.805215,-73.83172,base,"(40.805215, -73.83172)"
M7020215,1,7,Capital Plan 2015 - 2019,Metro-North Railroad,STATIONS,OUTLYING STATIONS,Beacon & Southeast Improvements,41.506327,-73.984802,multilocation,"(41.506327, -73.984802)"
ET060318,3,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE EQUIPMENT,LINE EQUIPMT MITIGATION: SANDY,Mitigation: Pumping System Improvements - Design Only,40.696454,-74.00348,multilocation,"(40.696454, -74.00348)"
T7070317,1,7,Capital Plan 2015 - 2019,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Overcoat Painting and Steel Repair at 48 Street to 72 Street on the Flushing Line,40.747647,-73.883913,base,"(40.747647, -73.883913)"
ET090206,5,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACTION POWER,TRACTION POWER REPAIRS: SANDY,Recovery: Traction Power Restoration at Various Locations - Design Only,40.576502,-73.974908,multilocation,"(40.576502, -73.974908)"
T7070342,1,7,Capital Plan 2015 - 2019,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Repair Vents Between Stations from East 198 St to East 205 St on the Concourse Line (SBDP) - Design Only,40.853031,-73.903126,base,"(40.853031, -73.903126)"
T6080662,43,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Upgrade Access Nodes at 60 Stations,40.588777,-73.983754,multilocation,"(40.588777, -73.983754)"
T7080640,202,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.705479,-73.810569,multilocation,"(40.705479, -73.810569)"
T7041326,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,DISABLED ACCESSIBILITY,ADA Accessibility at Times Square Shuttle - Phase 3 (SBDP),40.755823,-73.986198,base,"(40.755823, -73.986198)"
G6090137,1,6,Capital Plan 2010 - 2014,Capital Construction Company,EAST SIDE ACCESS,EAST SIDE ACCESS,ESA: Signal Equipment Procurement,40.75299,-73.977,base,"(40.75299, -73.977)"
ET090211,2,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,TRACTION POWER,TRACTION POWER REPAIRS: SANDY,Recovery: 2 Circuit Breaker Houses (Canarsie Tube),40.724026,-73.967543,multilocation,"(40.724026, -73.967543)"
T6080604,4,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Public Address/Customer Info Screen Systems,40.700509,-73.82824,multilocation,"(40.700509, -73.82824)"
G8150102,1,8,Capital Plan 2020 - 2024,Capital Construction Company,PENN RECONSTRUCTION,PENN RECONSTRUCTION,Penn Reconstruction Support,40.750963,-73.994153,base,"(40.750963, -73.994153)"
ET060207,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE EQUIPMENT,LINE EQUIPMENT REPAIRS: SANDY,Recovery: Tunnel Lighting (Montague Tube),40.700466,-74.010009,base,"(40.700466, -74.010009)"
T7080640,234,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.732394,-74.000411,multilocation,"(40.732394, -74.000411)"
T7080640,128,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.761813,-73.925547,multilocation,"(40.761813, -73.925547)"
M6030107,1,6,Capital Plan 2010 - 2014,Metro-North Railroad,TRACK AND STRUCTURES,TRACK,Rock Slope Remediation -Priority Sites Along the Right-of-Way,41.311175,-73.972189,base,"(41.311175, -73.972189)"
T7041274,6,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Station Lighting at 6 Locations on Various Lines,40.877786,-73.866203,multilocation,"(40.877786, -73.866203)"
T6060403,4,6,Capital Plan 2010 - 2014,New York City Transit,LINE EQUIPMENT,PUMPING FACILITIES,"Rehab of Pumps at 4 Locations on the Pelham, Jerome, and Lenox Lines",40.807473,-73.91902,multilocation,"(40.807473, -73.91902)"
T6120309,1,6,Capital Plan 2010 - 2014,New York City Transit,DEPOTS,DEPOT REHAB AND RECONSTRUCTION,Replacement of Chassis Washes at Michael J. Quill Bus Depot (SBMP),40.760488,-74.000432,base,"(40.760488, -74.000432)"
T6080604,40,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Public Address/Customer Info Screen Systems,40.672136,-73.835934,multilocation,"(40.672136, -73.835934)"
T8090404,5,8,Capital Plan 2020 - 2024,New York City Transit,TRACTION POWER,POWER DISTRIBUTION,Rehabilitation of 11 CBHs and 1 Enclosure - Design Only,40.686914,-73.990329,multilocation,"(40.686914, -73.990329)"
T7160725,15,7,Capital Plan 2015 - 2019,New York City Transit,MISC./EMERGENCY,EMPLOYEE FACILITIES,Rehabilitation of Employee Bathroom and Breakroom Facilities at Various Locations (SBMP),40.689628,-73.953504,multilocation,"(40.689628, -73.953504)"
T7090418,1,7,Capital Plan 2015 - 2019,New York City Transit,TRACTION POWER,POWER DISTRIBUTION,Protection of Cables on the Dyre Avenue Line - Design Only,40.856485,-73.85788,multilocation,"(40.856485, -73.85788)"
T60412D3,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Ventilator Repairs at Clinton-Washington Avenues on the Crosstown Line (SBMP),40.688068,-73.966902,base,"(40.688068, -73.966902)"
T8060519,7,8,Capital Plan 2020 - 2024,New York City Transit,LINE EQUIPMENT,LINE EQUIPMENT,Fiber Optic Cable on the 8 Avenue Line,40.765601,-73.983711,multilocation,"(40.765601, -73.983711)"
T8070341,1,8,Capital Plan 2020 - 2024,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Demolition of Abandoned Structures on the White Plains Road Line,40.840567,-73.879772,base,"(40.840567, -73.879772)"
T8041238,29,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION WORK,"Station Components: 43 Locations, Phase 1",40.644697,-73.964603,multilocation,"(40.644697, -73.964603)"
T8060523,1,8,Capital Plan 2020 - 2024,New York City Transit,LINE EQUIPMENT,LINE EQUIPMENT,Rehab Pump Room at Rockwell Place on the 4 Avenue Line,40.688336,-73.979318,base,"(40.688336, -73.979318)"
ET080202,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,SIGNALS & COMMUNICATIONS,SIGNAL/COMM REPAIRS: SANDY,Recovery: Signal Restoration on the Rockaway Line,40.601702,-73.813068,base,"(40.601702, -73.813068)"
M6020206,1,6,Capital Plan 2010 - 2014,Metro-North Railroad,STATIONS,OUTLYING STATIONS,New Haven Line Stations Component Renewals,40.912159,-73.832186,multilocation,"(40.912159, -73.832186)"
T60412B3,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Component Repairs at Greenpoint Avenue Station on the Crosstown Line,40.731269,-73.954432,base,"(40.731269, -73.954432)"
T6041304,28,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,DISABLED ACCESSIBILITY,Improve Horizontal and Vertical Platform Clearance at Various Locations,40.683763,-73.9787,multilocation,"(40.683763, -73.9787)"
T6050252,1,6,Capital Plan 2010 - 2014,New York City Transit,TRACK,MAINLINE TRACK REHABILITATION,2012 Mainline Track Replacement on the Queens Boulevard Line,40.753239,-73.906673,base,"(40.753239, -73.906673)"
ET060310,6,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE EQUIPMENT,LINE EQUIPMT MITIGATION: SANDY,Mitigation: Seal Conduit and Duct Penetrations (SBFP),40.710356,-73.989618,multilocation,"(40.710356, -73.989618)"
T6040408,17,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,FARE COLLECTION,Passenger Station Local Area Network at 20 Stations,40.778424,-73.981969,multilocation,"(40.778424, -73.981969)"
T7080640,219,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.694173,-73.992023,multilocation,"(40.694173, -73.992023)"
ET070312,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE STRUCTURES,LINE STRUCTRE MITIGATION:SANDY,Mitigation: Long Term Flood Protection on the Rockaway Line,40.604905,-73.819979,base,"(40.604905, -73.819979)"
T7080640,4,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.673459,-73.99574,multilocation,"(40.673459, -73.99574)"
T5041305,1,5,Capital Plan 2005 - 2009,New York City Transit,PASSENGER STATIONS,DISABLED ACCESSIBILITY,Station Accessibility (ADA) Kings Highway Station - Brighton Line,40.608971,-73.957767,base,"(40.608971, -73.957767)"
T7090220,1,7,Capital Plan 2015 - 2019,New York City Transit,TRACTION POWER,SUBSTATIONS,New Substation at 28 Street on the 8 Avenue Line - Design Only,40.747814,-73.996604,base,"(40.747814, -73.996604)"
U8030222,5,8,Capital Plan 2020 - 2024,Mta Bus Company,BUS COMPANY PROJECTS,BUS COMPANY PROJECTS,Automated Fuel Management System Upgrade: 8 Depots,40.688595,-73.784492,multilocation,"(40.688595, -73.784492)"
U6030212,1,6,Capital Plan 2010 - 2014,Mta Bus Company,BUS COMPANY PROJECTS,BUS COMPANY PROJECTS,Compressed Natural Gas (CNG) Upgrade and Conversion at College Point Depot,40.773605,-73.84154,multilocation,"(40.773605, -73.84154)"
T7160725,9,7,Capital Plan 2015 - 2019,New York City Transit,MISC./EMERGENCY,EMPLOYEE FACILITIES,Rehabilitation of Employee Bathroom and Breakroom Facilities at Various Locations (SBMP),40.67012,-73.989394,multilocation,"(40.67012, -73.989394)"
T5080615,12,5,Capital Plan 2005 - 2009,New York City Transit,SIGNALS AND COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Public Address / Customer Information Screens - Phase 3,40.640926,-73.994281,multilocation,"(40.640926, -73.994281)"
ET060219,1,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE EQUIPMENT,LINE EQUIPMENT REPAIRS: SANDY,Recovery: Pump Room (Canarsie Tube),40.723947,-73.967477,base,"(40.723947, -73.967477)"
T8050350,1,8,Capital Plan 2020 - 2024,New York City Transit,TRACK,MAINLINE SWITCH REPLACEMENT,Mainline Track Switches 2024 / Dyre,40.886747,-73.83173,multilocation,"(40.886747, -73.83173)"
T6080622,78,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 93 Stations,40.632877,-73.947685,multilocation,"(40.632877, -73.947685)"
T6120405,5,6,Capital Plan 2010 - 2014,New York City Transit,DEPOTS,DEPOT IMPROVEMENTS,Install Intelligent Vehicle Network Systems: 5 Depots,40.53087,-74.237859,multilocation,"(40.53087, -74.237859)"
T6041254,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Replacement of 2 Stairs at Pennsylvania Ave Station on the New Lots Avenue Line (SBMP),40.664658,-73.894883,base,"(40.664658, -73.894883)"
T5160724,1,5,Capital Plan 2005 - 2009,New York City Transit,MISCELLANEOUS,EMPLOYEE FACILITIES,Employee Facilities Rehabilitation Parkchester-East 177th Street Station - Pelham Line,40.832938,-73.86271,base,"(40.832938, -73.86271)"
T5110202,1,5,Capital Plan 2005 - 2009,New York City Transit,YARDS,YARD IMPROVEMENTS,38th Street Yard Portal Viaduct Retaining Wall,40.650139,-73.999724,base,"(40.650139, -73.999724)"
T8040720,5,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION ESCALATORS / ELEVATORS,Replace 20 Elevators at 9 Stations,40.718275,-74.000136,multilocation,"(40.718275, -74.000136)"
T6041304,4,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,DISABLED ACCESSIBILITY,Improve Horizontal and Vertical Platform Clearance at Various Locations,40.754225,-73.942876,multilocation,"(40.754225, -73.942876)"
T7120418,1,7,Capital Plan 2015 - 2019,New York City Transit,DEPOTS,DEPOT IMPROVEMENTS,Automated Fuel Management System Upgrade,40.788473,-73.949978,multilocation,"(40.788473, -73.949978)"
T7080620,25,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 49 Stations,40.636315,-73.978216,multilocation,"(40.636315, -73.978216)"
T7041271,2,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Repair Elevated Street Stairs at 2 Locations on the Brighton Line (SBMP) - Design Only,40.577565,-73.961332,multilocation,"(40.577565, -73.961332)"
L70206EG,1,7,Capital Plan 2015 - 2019,Long Island Rail Road,STATIONS,PENN STATION,Penn Station NY-33rd Corridor (Phase 2 Construction),40.750963,-73.994153,base,"(40.750963, -73.994153)"
T7030212,4,7,Capital Plan 2015 - 2019,New York City Transit,BUSES,BUS REPLACEMENT,Depot Bus Location System,40.600539,-74.195843,multilocation,"(40.600539, -74.195843)"
T6070329,1,6,Capital Plan 2010 - 2014,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Repair of Vent Chamber at Southern Boulevard and 147th Street on the Pelham Line,40.810955,-73.905919,base,"(40.810955, -73.905919)"
T60412F3,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Reserve: Sandy Repair South Ferry Leak Remediation,40.702257,-74.013831,base,"(40.702257, -74.013831)"
T60412A3,2,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Component Repairs at Morgan Avenue Station on the Canarsie Line (SBMP),40.706368,-73.931883,multilocation,"(40.706368, -73.931883)"
M7020109,1,7,Capital Plan 2015 - 2019,Metro-North Railroad,STATIONS,GRAND CENTRAL TERMINAL,Replace PAT Emergency Exit Hatches & Stairs,40.752799,-73.977244,base,"(40.752799, -73.977244)"
T6080622,16,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Help Point at 93 Stations,40.749628,-73.987979,multilocation,"(40.749628, -73.987979)"
G8090123,1,8,Capital Plan 2020 - 2024,Capital Construction Company,EAST SIDE ACCESS,EAST SIDE ACCESS,ESA: Northern Blvd. Office Costs,40.753,-73.97706,base,"(40.753, -73.97706)"
L70204VV,1,7,Capital Plan 2015 - 2019,Long Island Rail Road,STATIONS,STATION AND BUILDINGS,Lynbrook Station Improvements,40.6561085,-73.6760534,base,"(40.6561085, -73.6760534)"
ET060329,9,6,Capital Plan 2010 - 2014,Security / Disaster Recovery,LINE EQUIPMENT,LINE EQUIPMT MITIGATION: SANDY,Mitigation: 14 Fan Plants and Adjacent Tunnels - Design Only,40.74759,-73.941072,multilocation,"(40.74759, -73.941072)"
T7060505,1,7,Capital Plan 2015 - 2019,New York City Transit,LINE EQUIPMENT,LINE EQUIPMENT,Rehabilitation of Vent Plant Damper System at Various Locations - Design Only,40.716491,-73.833993,base,"(40.716491, -73.833993)"
T60412D8,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Repair of 3 Street Stairs at Rockaway Avenue on the Fulton Street Line (SBMP),40.678358,-73.912271,base,"(40.678358, -73.912271)"
T7070335,2,7,Capital Plan 2015 - 2019,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Overcoat Painting from Church Ave Portal-Kings Highway on the Culver Line,40.627115,-73.976446,multilocation,"(40.627115, -73.976446)"
T7041424,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,OTHER STATION IMPROVEMENTS,Access Improvements: Grand Central-42nd Street on the Flushing Line - Center Core East - Design Only,40.751394,-73.975835,base,"(40.751394, -73.975835)"
T8040721,2,8,Capital Plan 2020 - 2024,New York City Transit,PASSENGER STATIONS,STATION ESCALATORS / ELEVATORS,Replace 21 Escalators At 6 Stations,40.713216,-74.009086,multilocation,"(40.713216, -74.009086)"
T7080640,257,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,B-Division Beacon Train Arrival System - Phase 2,40.721497,-73.843904,multilocation,"(40.721497, -73.843904)"
T6080623,37,6,Capital Plan 2010 - 2014,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Passenger Station Local Area Network at 68 Stations,40.755246,-73.987535,multilocation,"(40.755246, -73.987535)"
T6041207,1,6,Capital Plan 2010 - 2014,New York City Transit,PASSENGER STATIONS,STATION WORK,Renewal of Buhre Avenue Station on the Pelham Line,40.84683,-73.83258,base,"(40.84683, -73.83258)"
T70412J4,1,7,Capital Plan 2015 - 2019,New York City Transit,PASSENGER STATIONS,STATION WORK,Repair of Subway Street Stair (S4/P6) at Prince Street on the Broadway Line (SBDP) - Design Only,40.724441,-73.997581,base,"(40.724441, -73.997581)"
T7080648,1,7,Capital Plan 2015 - 2019,New York City Transit,SIGNALS & COMMUNICATIONS,COMMUNICATIONS SYSTEMS,Police Radio System: Enhanced Coverage (Steinway Tube),40.74625,-73964022,base,"(40.74625, -73964022)"
T5070307,3,5,Capital Plan 2005 - 2009,New York City Transit,LINE STRUCTURES,LINE STRUCTURE REHABILITATION,Rehabilitate Culver Viaduct Phase 2,40.680201,-73.994886,multilocation,"(40.680201, -73.994886)"
